question,sql
How many matches did Sunrisers Hyderabad win at Green Park?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Green Park' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Punjab Cricket Association IS Bindra Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Punjab Cricket Association IS Bindra Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Rajiv Gandhi International Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Rajiv Gandhi International Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at MA Chidambaram Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'MA Chidambaram Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Sawai Mansingh Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Sawai Mansingh Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Arun Jaitley Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Arun Jaitley Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Sheikh Zayed Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Sheikh Zayed Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Dubai International Cricket Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Dubai International Cricket Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Sharjah Cricket Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Sharjah Cricket Stadium' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at MA Chidambaram Stadium, Chepauk, Chennai?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'MA Chidambaram Stadium, Chepauk, Chennai' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Wankhede Stadium, Mumbai?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Wankhede Stadium, Mumbai' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Narendra Modi Stadium, Ahmedabad?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Narendra Modi Stadium, Ahmedabad' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Arun Jaitley Stadium, Delhi?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Arun Jaitley Stadium, Delhi' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Zayed Cricket Stadium, Abu Dhabi?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Zayed Cricket Stadium, Abu Dhabi' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Brabourne Stadium, Mumbai?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Brabourne Stadium, Mumbai' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Dr DY Patil Sports Academy, Mumbai?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Dr DY Patil Sports Academy, Mumbai' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Maharashtra Cricket Association Stadium, Pune?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Maharashtra Cricket Association Stadium, Pune' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Eden Gardens, Kolkata?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Eden Gardens, Kolkata' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Rajiv Gandhi International Stadium, Uppal, Hyderabad?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Rajiv Gandhi International Stadium, Uppal, Hyderabad' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at M Chinnaswamy Stadium, Bengaluru?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'M Chinnaswamy Stadium, Bengaluru' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Barsapara Cricket Stadium, Guwahati?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Barsapara Cricket Stadium, Guwahati' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Sawai Mansingh Stadium, Jaipur?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Sawai Mansingh Stadium, Jaipur' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Himachal Pradesh Cricket Association Stadium, Dharamsala?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Himachal Pradesh Cricket Association Stadium, Dharamsala' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Punjab Cricket Association Stadium, Mohali?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Punjab Cricket Association Stadium, Mohali' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at MA Chidambaram Stadium, Chepauk?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'MA Chidambaram Stadium, Chepauk' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Dr DY Patil Sports Academy?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Dr DY Patil Sports Academy' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Newlands?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Newlands' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at St George's Park?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'St George's Park' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Kingsmead?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Kingsmead' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at SuperSport Park?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'SuperSport Park' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Buffalo Park?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Buffalo Park' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at New Wanderers Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'New Wanderers Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at De Beers Diamond Oval?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'De Beers Diamond Oval' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at OUTsurance Oval?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'OUTsurance Oval' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Brabourne Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Brabourne Stadium' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Sardar Patel Stadium, Motera?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Sardar Patel Stadium, Motera' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Barabati Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Barabati Stadium' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Vidarbha Cricket Association Stadium, Jamtha?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Vidarbha Cricket Association Stadium, Jamtha' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Himachal Pradesh Cricket Association Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Himachal Pradesh Cricket Association Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Nehru Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Nehru Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Subrata Roy Sahara Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Subrata Roy Sahara Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at Shaheed Veer Narayan Singh International Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Shaheed Veer Narayan Singh International Stadium' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win at JSCA International Stadium Complex?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'JSCA International Stadium Complex' GROUP BY t.team_name;"
"How many matches did Sunrisers Hyderabad win at Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.venue = 'Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at M Chinnaswamy Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'M Chinnaswamy Stadium' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Rajiv Gandhi International Stadium, Uppal?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Rajiv Gandhi International Stadium, Uppal' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Maharashtra Cricket Association Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Maharashtra Cricket Association Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Saurashtra Cricket Association Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Saurashtra Cricket Association Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Holkar Cricket Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Holkar Cricket Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at M.Chinnaswamy Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'M.Chinnaswamy Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Wankhede Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Wankhede Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Eden Gardens?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Eden Gardens' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Feroz Shah Kotla?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Feroz Shah Kotla' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Punjab Cricket Association IS Bindra Stadium, Mohali?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Punjab Cricket Association IS Bindra Stadium, Mohali' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Green Park?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Green Park' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Punjab Cricket Association IS Bindra Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Punjab Cricket Association IS Bindra Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Rajiv Gandhi International Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Rajiv Gandhi International Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at MA Chidambaram Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'MA Chidambaram Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Sawai Mansingh Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Sawai Mansingh Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Arun Jaitley Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Arun Jaitley Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Sheikh Zayed Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Sheikh Zayed Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Dubai International Cricket Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Dubai International Cricket Stadium' GROUP BY t.team_name;"
How many matches did Mumbai Indians win at Sharjah Cricket Stadium?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Sharjah Cricket Stadium' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at MA Chidambaram Stadium, Chepauk, Chennai?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'MA Chidambaram Stadium, Chepauk, Chennai' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Wankhede Stadium, Mumbai?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Wankhede Stadium, Mumbai' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Narendra Modi Stadium, Ahmedabad?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Narendra Modi Stadium, Ahmedabad' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Arun Jaitley Stadium, Delhi?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Arun Jaitley Stadium, Delhi' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Zayed Cricket Stadium, Abu Dhabi?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Zayed Cricket Stadium, Abu Dhabi' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Brabourne Stadium, Mumbai?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Brabourne Stadium, Mumbai' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Dr DY Patil Sports Academy, Mumbai?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Dr DY Patil Sports Academy, Mumbai' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Maharashtra Cricket Association Stadium, Pune?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Maharashtra Cricket Association Stadium, Pune' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Eden Gardens, Kolkata?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Eden Gardens, Kolkata' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Rajiv Gandhi International Stadium, Uppal, Hyderabad?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Rajiv Gandhi International Stadium, Uppal, Hyderabad' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at M Chinnaswamy Stadium, Bengaluru?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'M Chinnaswamy Stadium, Bengaluru' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Barsapara Cricket Stadium, Guwahati?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Barsapara Cricket Stadium, Guwahati' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Sawai Mansingh Stadium, Jaipur?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Sawai Mansingh Stadium, Jaipur' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Himachal Pradesh Cricket Association Stadium, Dharamsala?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Himachal Pradesh Cricket Association Stadium, Dharamsala' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur' GROUP BY t.team_name;"
"How many matches did Mumbai Indians win at Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam?","SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.venue = 'Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam' GROUP BY t.team_name;"
